#Ind	Tok	NER	COMP	COREF	CLINK	REL	WIKI	MCBD
# 3-SPSP187205180201
400	次	I-event	O	O	_	_	_	_
402	籌	I-event	O	O	_	_	_	_
403	備	I-event	O	O	_	_	_	_
404	會	I-event	O	O	_	_	_	_
405	議	I-event	O	O	_	_	_	_
406	。	O	O	O	_	_	_	_

# <zipfile.ZipFile filename='annotator/hipe-zh-grp2_project_2023-08-30_1353/curation/5-SPSP194707060431
0	上	B-org.ent	B-comp.name	O	_	_	_	_
1	海	I-org.ent	I-comp.name	O	_	_	_	_
2	市	I-org.ent	I-comp.name	O	_	_	_	_
3	工	B-org.asso	I-comp.name	O	_	_	_	_
4	業	I-org.asso	I-comp.name	O	_	_	_	_
5	協	I-org.asso	I-comp.name	O	_	_	_	_
6	會	I-org.asso	I-comp.name	O	_	_	_	_
7	工	O	B-comp.lev	O	_	_	_	_
8	業	O	I-comp.lev	O	_	_	_	_
9	生	O	I-comp.lev	O	_	_	_	_
10	產	O	I-comp.lev	O	_	_	_	_
11	安	O	I-comp.lev	O	_	_	_	_
12	全	O	I-comp.lev	O	_	_	_	_
13	策	O	I-comp.lev	O	_	_	_	_
14	進	O	I-comp.lev	O	_	_	_	_
15	委	O	I-comp.lev	O	_	_	_	_
16	員	O	I-comp.lev	O	_	_	_	_
17	會	O	I-comp.lev	O	_	_	_	_
18	，	O	O	O	_	_	_	_
19	昨	B-time.rel.day	O	O	_	_	_	_
20	日	I-time.rel.day	O	O	_	_	_	_
21	下	O	O	O	_	_	_	_
22	午	O	O	O	_	_	_	_
23	假	O	O	O	_	_	_	_
24	座	O	O	O	_	_	_	_
25	四	B-loc.add.phys	O	O	_	_	_	_
26	川	I-loc.add.phys	O	O	_	_	_	_
27	路	I-loc.add.phys	O	O	_	_	_	_
28	三	I-loc.add.phys	O	O	_	_	_	_
29	十	I-loc.add.phys	O	O	_	_	_	_
30	三	I-loc.add.phys	O	O	_	_	_	_
31	號	I-loc.add.phys	O	O	_	_	_	_
32	八	I-loc.add.phys	O	O	_	_	_	_
33	樓	I-loc.add.phys	O	O	_	_	_	_
34	，	O	O	O	_	_	_	_
35	舉	O	O	O	_	_	_	_
36	行	O	O	O	_	_	_	_
37	會	O	O	O	_	_	_	_
38	議	O	O	O	_	_	_	_
39	，	O	O	O	_	_	_	_
41	討	O	O	O	_	_	_	_
42	論	O	O	O	_	_	_	_
43	組	O	O	O	_	_	_	_
44	織	O	O	O	_	_	_	_
45	規	O	O	O	_	_	_	_
46	程	O	O	O	_	_	_	_
47	及	O	O	O	_	_	_	_
48	人	O	O	O	_	_	_	_
49	選	O	O	O	_	_	_	_
50	與	O	O	O	_	_	_	_
51	會	O	O	O	_	_	_	_
52	務	O	O	O	_	_	_	_
53	之	O	O	O	_	_	_	_
54	推	O	O	O	_	_	_	_
55	進	O	O	O	_	_	_	_
56	，	O	O	O	_	_	_	_
57	該	O	O	O	_	_	_	_
58	委	O	O	O	_	_	_	_
59	員	O	O	O	_	_	_	_
60	會	O	O	O	_	_	_	_
61	係	O	O	O	_	_	_	_
62	工	O	O	B-COREF	0	_	_	_
63	業	O	O	I-COREF	_	_	_	_
64	協	O	O	I-COREF	_	_	_	_
65	會	O	O	I-COREF	_	_	_	_
66	內	O	O	O	_	_	_	_
67	部	O	O	O	_	_	_	_
68	之	O	O	O	_	_	_	_
69	小	O	O	O	_	_	_	_
70	組	O	O	O	_	_	_	_
71	組	O	O	O	_	_	_	_
72	織	O	O	O	_	_	_	_
73	，	O	O	O	_	_	_	_
74	對	O	O	O	_	_	_	_
75	外	O	O	O	_	_	_	_
76	並	O	O	O	_	_	_	_
77	不	O	O	O	_	_	_	_
78	負	O	O	O	_	_	_	_
79	責	O	O	O	_	_	_	_
80	，	O	O	O	_	_	_	_
82	專	O	O	O	_	_	_	_
83	爲	O	O	O	_	_	_	_
84	集	O	O	O	_	_	_	_
85	體	O	O	O	_	_	_	_
86	保	O	O	O	_	_	_	_
87	障	O	O	O	_	_	_	_
88	所	O	O	O	_	_	_	_
89	屬	O	O	O	_	_	_	_
90	會	O	O	O	_	_	_	_
91	員	O	O	O	_	_	_	_
92	工	O	O	O	_	_	_	_
93	廠	O	O	O	_	_	_	_
94	負	O	O	O	_	_	_	_
95	責	O	O	O	_	_	_	_
96	人	O	O	O	_	_	_	_
97	及	O	O	O	_	_	_	_
98	其	O	O	O	_	_	_	_
99	生	O	O	O	_	_	_	_
100	產	O	O	O	_	_	_	_
101	設	O	O	O	_	_	_	_
102	施	O	O	O	_	_	_	_
103	之	O	O	O	_	_	_	_
104	安	O	O	O	_	_	_	_
105	全	O	O	O	_	_	_	_
106	，	O	O	O	_	_	_	_
107	並	O	O	O	_	_	_	_
108	協	O	O	O	_	_	_	_
109	助	O	O	O	_	_	_	_
110	各	O	O	O	_	_	_	_
111	會	O	O	O	_	_	_	_
112	員	O	O	O	_	_	_	_
113	工	O	O	O	_	_	_	_
114	廠	O	O	O	_	_	_	_
115	解	O	O	O	_	_	_	_
116	決	O	O	O	_	_	_	_
117	勞	O	O	O	_	_	_	_
118	資	O	O	O	_	_	_	_
119	糾	O	O	O	_	_	_	_
120	紛	O	O	O	_	_	_	_
121	。	O	O	O	_	_	_	_
123	此	O	O	O	_	_	_	_
124	會	O	O	O	_	_	_	_
125	最	O	O	O	_	_	_	_
126	初	O	O	O	_	_	_	_
127	係	O	O	O	_	_	_	_
128	由	O	O	O	_	_	_	_
129	各	O	O	O	_	_	_	_
130	工	B-pers.coll	O	O	_	[190, 182, 230, 200, 210]	_	_
131	業	I-pers.coll	O	O	_	_	_	_
132	同	I-pers.coll	O	O	_	_	_	_
133	業	I-pers.coll	O	O	_	_	_	_
134	公	I-pers.coll	O	O	_	_	_	_
135	會	I-pers.coll	O	O	_	_	_	_
136	代	I-pers.coll	O	O	_	_	_	_
137	表	I-pers.coll	O	O	_	_	_	_
138	談	O	O	O	_	_	_	_
139	話	O	O	O	_	_	_	_
140	會	O	O	O	_	_	_	_
141	提	O	O	O	_	_	_	_
142	議	O	O	O	_	_	_	_
143	，	O	O	O	_	_	_	_
144	經	O	O	O	_	_	_	_
145	工	O	O	B-COREF	398	_	_	_
146	業	O	O	I-COREF	_	_	_	_
147	協	O	O	I-COREF	_	_	_	_
148	會	O	O	I-COREF	_	_	_	_
149	理	O	B-comp.func	O	_	_	_	_
150	事	O	I-comp.func	O	_	_	_	_
151	曾	O	O	O	_	_	_	_
152	通	O	O	O	_	_	_	_
153	過	O	O	O	_	_	_	_
154	，	O	O	O	_	_	_	_
155	並	O	O	O	_	_	_	_
156	經	O	O	O	_	_	_	_
157	迭	O	O	O	_	_	_	_
158	次	O	O	O	_	_	_	_
159	開	O	O	O	_	_	_	_
160	會	O	O	O	_	_	_	_
161	商	O	O	O	_	_	_	_
162	討	O	O	O	_	_	_	_
164	，	O	O	O	_	_	_	_
165	始	O	O	O	_	_	_	_
166	於	O	O	O	_	_	_	_
167	昨	B-time.rel.day	O	O	_	_	_	_
168	日	I-time.rel.day	O	O	_	_	_	_
169	確	O	O	O	_	_	_	_
170	定	O	O	O	_	_	_	_
171	組	O	O	O	_	_	_	_
172	織	O	O	O	_	_	_	_
173	人	O	O	O	_	_	_	_
174	選	O	O	O	_	_	_	_
175	，	O	O	O	_	_	_	_
176	公	O	O	O	_	_	_	_
177	推	O	O	O	_	_	_	_
178	葉	B-pers.ind	B-comp.name	O	_	[182]	_	_
180	康	I-pers.ind	I-comp.name	O	_	_	_	_
181	爲	O	O	O	_	_	_	_
182	召	O	B-comp.func	O	_	_	_	_
183	集	O	I-comp.func	O	_	_	_	_
184	人	O	I-comp.func	O	_	_	_	_
185	，	O	O	O	_	_	_	_
186	劉	B-pers.ind	O	O	_	[193]	_	_
187	慶	I-pers.ind	O	O	_	_	_	_
188	一	I-pers.ind	O	O	_	_	_	_
189	爲	O	O	O	_	_	_	_
190	交	O	B-comp.lev	O	_	[193]	_	_
191	際	O	I-comp.lev	O	_	_	_	_
192	組	O	I-comp.lev	O	_	_	_	_
193	組	O	B-comp.func	O	_	_	_	_
194	長	O	I-comp.func	O	_	_	_	_
195	，	O	O	O	_	_	_	_
196	田	B-pers.ind	B-comp.name	O	_	[203]	_	137932
197	和	I-pers.ind	I-comp.name	O	_	_	_	_
198	鄉	I-pers.ind	I-comp.name	O	_	_	_	_
199	爲	O	O	O	_	_	_	_
200	調	O	B-comp.lev	O	_	[203]	_	_
201	解	O	I-comp.lev	O	_	_	_	_
202	組	O	I-comp.lev	O	_	_	_	_
203	組	O	B-comp.func	O	_	_	_	_
204	長	O	I-comp.func	O	_	_	_	_
205	，	O	O	O	_	_	_	_
206	葉	B-pers.ind	B-comp.name	O	_	[213]	_	_
208	康	I-pers.ind	I-comp.name	O	_	_	_	_
209	兼	O	O	O	_	_	_	_
210	法	O	B-comp.lev	O	_	[213]	_	_
211	律	O	I-comp.lev	O	_	_	_	_
212	組	O	I-comp.lev	O	_	_	_	_
213	組	O	B-comp.func	O	_	_	_	_
214	長	O	I-comp.func	O	_	_	_	_
215	，	O	O	O	_	_	_	_
216	姚	B-pers.ind	B-comp.name	O	_	[223]	_	47559
217	思	I-pers.ind	I-comp.name	O	_	_	_	_
218	偉	I-pers.ind	I-comp.name	O	_	_	_	_
219	爲	O	O	O	_	_	_	_
220	調	O	B-comp.lev	O	_	[223]	_	_
221	査	O	I-comp.lev	O	_	_	_	_
222	組	O	I-comp.lev	O	_	_	_	_
223	組	O	B-comp.func	O	_	_	_	_
224	長	O	I-comp.func	O	_	_	_	_
225	，	O	O	O	_	_	_	_
226	楊	B-pers.ind	B-comp.name	O	_	[233]	_	137226
227	立	I-pers.ind	I-comp.name	O	_	_	_	_
228	人	I-pers.ind	I-comp.name	O	_	_	_	_
229	爲	O	O	O	_	_	_	_
230	保	O	B-comp.lev	O	_	[233]	_	_
231	產	O	I-comp.lev	O	_	_	_	_
232	組	O	I-comp.lev	O	_	_	_	_
233	組	O	B-comp.func	O	_	_	_	_
234	長	O	I-comp.func	O	_	_	_	_
235	，	O	O	O	_	_	_	_
236	每	O	O	O	_	_	_	_
237	組	O	O	O	_	_	_	_
238	組	O	B-comp.func	O	_	_	_	_
239	長	O	I-comp.func	O	_	_	_	_
240	得	O	O	O	_	_	_	_
241	自	O	O	O	_	_	_	_
242	行	O	O	O	_	_	_	_
243	選	O	O	O	_	_	_	_
244	聘	O	O	O	_	_	_	_
245	副	O	B-comp.func	O	_	_	_	_
246	組	O	I-comp.func	O	_	_	_	_
247	長	O	I-comp.func	O	_	_	_	_
249	一	O	O	O	_	_	_	_
250	人	O	O	O	_	_	_	_
251	及	O	O	O	_	_	_	_
252	幹	O	B-comp.func	O	_	_	_	_
253	事	O	I-comp.func	O	_	_	_	_
254	數	O	O	O	_	_	_	_
255	人	O	O	O	_	_	_	_
256	，	O	O	O	_	_	_	_
257	會	O	O	O	_	_	_	_
258	址	O	O	O	_	_	_	_
259	暫	O	O	O	_	_	_	_
260	借	O	O	O	_	_	_	_
261	卡	B-loc.fac	O	O	_	_	_	_
262	爾	I-loc.fac	O	O	_	_	_	_
263	登	I-loc.fac	O	O	_	_	_	_
264	公	I-loc.fac	O	O	_	_	_	_
265	寓	I-loc.fac	O	O	_	_	_	_
266	三	O	O	O	_	_	_	_
267	樓	O	O	O	_	_	_	_
268	毛	B-org.ent	B-comp.name	O	_	_	_	_
269	紡	I-org.ent	I-comp.name	O	_	_	_	_
270	業	I-org.ent	I-comp.name	O	_	_	_	_
271	同	I-org.ent	I-comp.name	O	_	_	_	_
272	業	I-org.ent	I-comp.name	O	_	_	_	_
273	公	I-org.ent	I-comp.name	O	_	_	_	_
274	會	I-org.ent	I-comp.name	O	_	_	_	_
275	俱	I-org.ent	B-comp.lev	O	_	_	_	_
276	樂	I-org.ent	I-comp.lev	O	_	_	_	_
277	部	I-org.ent	I-comp.lev	O	_	_	_	_
278	會	O	O	O	_	_	_	_
279	址	O	O	O	_	_	_	_
280	。	O	O	O	_	_	_	_
281	至	O	O	O	_	_	_	_
282	於	O	O	O	_	_	_	_
283	會	O	O	O	_	_	_	_
284	務	O	O	O	_	_	_	_
285	推	O	O	O	_	_	_	_
286	進	O	O	O	_	_	_	_
287	方	O	O	O	_	_	_	_
288	面	O	O	O	_	_	_	_
290	，	O	O	O	_	_	_	_
291	決	O	O	O	_	_	_	_
292	議	O	O	O	_	_	_	_
293	先	O	O	O	_	_	_	_
294	行	O	O	O	_	_	_	_
295	收	O	O	O	_	_	_	_
296	集	O	O	O	_	_	_	_
297	會	O	O	O	_	_	_	_
298	員	O	O	O	_	_	_	_
299	工	O	O	O	_	_	_	_
300	厰	O	O	O	_	_	_	_
301	中	O	O	O	_	_	_	_
302	工	O	O	O	_	_	_	_
303	人	O	O	O	_	_	_	_
304	非	O	O	O	_	_	_	_
305	法	O	O	O	_	_	_	_
306	行	O	O	O	_	_	_	_
307	動	O	O	O	_	_	_	_
308	事	O	O	O	_	_	_	_
309	件	O	O	O	_	_	_	_
310	之	O	O	O	_	_	_	_
311	眞	O	O	O	_	_	_	_
312	相	O	O	O	_	_	_	_
313	，	O	O	O	_	_	_	_
314	公	O	O	O	_	_	_	_
315	吿	O	O	O	_	_	_	_
316	社	O	O	O	_	_	_	_
317	會	O	O	O	_	_	_	_
318	各	O	O	O	_	_	_	_
319	界	O	O	O	_	_	_	_
320	，	O	O	O	_	_	_	_
321	呼	O	O	O	_	_	_	_
322	籲	O	O	O	_	_	_	_
323	主	O	O	O	_	_	_	_
324	持	O	O	O	_	_	_	_
325	正	O	O	O	_	_	_	_
326	義	O	O	O	_	_	_	_
327	，	O	O	O	_	_	_	_
328	推	O	O	O	_	_	_	_
329	選	O	O	O	_	_	_	_
331	代	O	O	O	_	_	_	_
332	表	O	O	O	_	_	_	_
333	晋	O	O	O	_	_	_	_
334	京	B-loc.adm.town	O	O	_	_	Q16666	191735
335	請	O	O	O	_	_	_	_
336	願	O	O	O	_	_	_	_
337	，	O	O	O	_	_	_	_
338	要	O	O	O	_	_	_	_
339	求	O	O	O	_	_	_	_
340	保	O	O	O	_	_	_	_
341	障	O	O	O	_	_	_	_
342	工	O	O	O	_	_	_	_
343	業	O	O	O	_	_	_	_
344	生	O	O	O	_	_	_	_
345	產	O	O	O	_	_	_	_
346	安	O	O	O	_	_	_	_
347	全	O	O	O	_	_	_	_
348	，	O	O	O	_	_	_	_
349	舉	O	O	O	_	_	_	_
350	行	O	O	O	_	_	_	_
351	記	B-event	O	O	_	_	_	_
352	者	I-event	O	O	_	_	_	_
353	招	I-event	O	O	_	_	_	_
354	待	I-event	O	O	_	_	_	_
355	會	I-event	O	O	_	_	_	_
356	，	O	O	O	_	_	_	_
357	報	O	O	O	_	_	_	_
358	吿	O	O	O	_	_	_	_
359	若	O	O	O	_	_	_	_
360	干	O	O	O	_	_	_	_
361	工	O	O	O	_	_	_	_
362	人	O	O	O	_	_	_	_
363	之	O	O	O	_	_	_	_
364	跋	O	O	O	_	_	_	_
365	扈	O	O	O	_	_	_	_
366	情	O	O	O	_	_	_	_
367	形	O	O	O	_	_	_	_
368	，	O	O	O	_	_	_	_
369	同	O	O	O	_	_	_	_
370	時	O	O	O	_	_	_	_
372	加	O	O	O	_	_	_	_
373	强	O	O	O	_	_	_	_
374	與	O	O	O	_	_	_	_
375	總	B-org.ent	O	O	_	_	_	138249
376	工	I-org.ent	O	O	_	_	_	_
377	會	I-org.ent	O	O	_	_	_	_
378	，	O	O	O	_	_	_	_
379	社	B-org.adm	O	O	_	_	_	315207
380	會	I-org.adm	O	O	_	_	_	_
381	局	I-org.adm	O	O	_	_	_	_
382	，	O	O	O	_	_	_	_
383	警	O	O	O	_	_	_	_
384	警	B-org.adm	O	O	_	_	_	_
385	察	I-org.adm	O	O	_	_	_	_
386	局	I-org.adm	O	O	_	_	_	_
387	等	O	O	O	_	_	_	_
388	有	O	O	O	_	_	_	_
389	關	O	O	O	_	_	_	_
390	機	O	O	O	_	_	_	_
391	關	O	O	O	_	_	_	_
392	之	O	O	O	_	_	_	_
393	連	O	O	O	_	_	_	_
394	繫	O	O	O	_	_	_	_
395	。	O	O	O	_	_	_	_
396	席	O	O	O	_	_	_	_
397	間	O	O	O	_	_	_	_
398	九	B-org.busi	O	O	_	[403]	_	_
399	昌	I-org.busi	O	O	_	_	_	_
400	絲	I-org.busi	O	O	_	_	_	_
401	織	I-org.busi	O	O	_	_	_	_
402	廠	I-org.busi	O	O	_	_	_	_
403	經	O	B-comp.func	O	_	_	_	_
404	理	O	I-comp.func	O	_	_	_	_
405	劉	B-pers.ind	O	O	_	[403]	_	_
406	慶	I-pers.ind	O	O	_	_	_	_
407	一	I-pers.ind	O	O	_	_	_	_
408	·	O	O	O	_	_	_	_
409	訴	O	O	O	_	_	_	_
410	說	O	O	B-COREF	398	_	_	_
411	九	O	O	I-COREF	_	_	_	_
413	昌	O	O	I-COREF	_	_	_	_
414	最	O	O	O	_	_	_	_
415	近	O	O	O	_	_	_	_
416	之	O	O	O	_	_	_	_
417	工	O	O	O	_	_	_	_
418	潮	O	O	O	_	_	_	_
419	及	O	O	O	_	_	_	_
420	工	O	O	O	_	_	_	_
421	人	O	O	O	_	_	_	_
422	越	O	O	O	_	_	_	_
423	軌	O	O	O	_	_	_	_
424	行	O	O	O	_	_	_	_
425	動	O	O	O	_	_	_	_
426	，	O	O	O	_	_	_	_
427	生	O	O	O	_	_	_	_
428	產	O	O	O	_	_	_	_
429	安	O	O	O	_	_	_	_
430	全	O	O	O	_	_	_	_
431	策	O	O	O	_	_	_	_
432	進	O	O	O	_	_	_	_
433	會	O	O	O	_	_	_	_
434	當	O	O	O	_	_	_	_
435	予	O	O	O	_	_	_	_
436	受	O	O	O	_	_	_	_
437	理	O	O	O	_	_	_	_
438	，	O	O	O	_	_	_	_
439	將	O	O	O	_	_	_	_
440	以	O	O	O	_	_	_	_
441	此	O	O	O	_	_	_	_
442	案	O	O	O	_	_	_	_
443	爲	O	O	O	_	_	_	_
444	該	O	O	O	_	_	_	_
445	會	O	O	O	_	_	_	_
446	辦	O	O	O	_	_	_	_
447	理	O	O	O	_	_	_	_
448	之	O	O	O	_	_	_	_
449	第	O	O	O	_	_	_	_
450	一	O	O	O	_	_	_	_
451	案	O	O	O	_	_	_	_
452	件	O	O	O	_	_	_	_
454	，	O	O	O	_	_	_	_
455	定	O	O	O	_	_	_	_
456	下	O	O	O	_	_	_	_
457	星	O	O	O	_	_	_	_
458	期	O	O	O	_	_	_	_
459	再	O	O	O	_	_	_	_
460	行	O	O	O	_	_	_	_
461	集	O	O	O	_	_	_	_
462	會	O	O	O	_	_	_	_
463	商	O	O	O	_	_	_	_
464	討	O	O	O	_	_	_	_
465	具	O	O	O	_	_	_	_
466	體	O	O	O	_	_	_	_
467	進	O	O	O	_	_	_	_
468	行	O	O	O	_	_	_	_
469	辦	O	O	O	_	_	_	_
470	法	O	O	O	_	_	_	_
471	。	O	O	O	_	_	_	_

# <zipfile.ZipFile filename='annotator/hipe-zh-grp2_project_2023-08-30_1353/curation/9-SPSP194710140425
0	上	B-org.ent	O	O	_	[28, 35]	_	_
1	海	I-org.ent	O	O	_	_	_	_
2	市	I-org.ent	O	O	_	_	_	_
3	各	I-org.ent	O	O	_	_	_	_
4	界	I-org.ent	O	O	_	_	_	_
5	節	I-org.ent	O	O	_	_	_	_
6	約	I-org.ent	O	O	_	_	_	_
7	運	I-org.ent	O	O	_	_	_	_
8	動	I-org.ent	O	O	_	_	_	_
9	委	I-org.ent	O	O	_	_	_	_
10	員	I-org.ent	O	O	_	_	_	_
11	會	I-org.ent	O	O	_	_	_	_
12	於	O	O	O	_	_	_	_
13	昨	B-time.rel.day	O	O	_	_	_	_
14	日	I-time.rel.day	O	O	_	_	_	_
15	上	O	O	O	_	_	_	_
16	午	O	O	O	_	_	_	_
17	十	O	O	O	_	_	_	_
18	一	O	O	O	_	_	_	_
19	時	O	O	O	_	_	_	_
20	在	O	O	O	_	_	_	_
21	市	B-loc.fac	O	O	_	_	_	_
22	府	I-loc.fac	O	O	_	_	_	_
23	會	I-loc.fac	O	O	_	_	_	_
24	議	I-loc.fac	O	O	_	_	_	_
25	室	I-loc.fac	O	O	_	_	_	_
26	舉	O	O	O	_	_	_	_
27	行	O	O	O	_	_	_	_
28	擴	B-event	O	O	_	_	_	_
29	大	I-event	O	O	_	_	_	_
30	節	I-event	O	O	_	_	_	_
31	約	I-event	O	O	_	_	_	_
32	會	I-event	O	O	_	_	_	_
33	議	I-event	O	O	_	_	_	_
34	，	O	O	O	_	_	_	_
35	主	O	B-comp.func	O	_	_	_	_
36	席	O	I-comp.func	O	_	_	_	_
37	吳	B-pers.ind	B-comp.name	O	_	[35]	_	_
38	國	I-pers.ind	I-comp.name	O	_	_	_	_
39	柏	I-pers.ind	I-comp.name	O	_	_	_	_
41	報	O	O	O	_	_	_	_
42	告	O	O	O	_	_	_	_
43	開	O	O	O	_	_	_	_
44	會	O	O	O	_	_	_	_
45	意	O	O	O	_	_	_	_
46	養	O	O	O	_	_	_	_
47	後	O	O	O	_	_	_	_
48	，	O	O	O	_	_	_	_
49	即	O	O	O	_	_	_	_
50	請	O	O	O	_	_	_	_
51	中	O	B-comp.func	O	_	_	_	_
52	央	O	I-comp.func	O	_	_	_	_
53	節	O	I-comp.func	O	_	_	_	_
54	約	O	I-comp.func	O	_	_	_	_
55	督	O	I-comp.func	O	_	_	_	_
56	導	O	I-comp.func	O	_	_	_	_
57	委	O	I-comp.func	O	_	_	_	_
58	員	O	I-comp.func	O	_	_	_	_
59	潘	B-pers.ind	B-comp.name	O	_	[51]	_	7824
60	序	I-pers.ind	I-comp.name	O	_	_	_	_
61	倫	I-pers.ind	I-comp.name	O	_	_	_	_
62	致	O	O	O	_	_	_	_
63	詞	O	O	O	_	_	_	_
64	，	O	O	O	_	_	_	_
65	潘	O	B-comp.name	B-COREF	59	_	_	_
66	氏	O	B-comp.title	I-COREF	_	_	_	_
67	稱	O	O	O	_	_	_	_
68	：	O	O	O	_	_	_	_
69	中	B-org.adm	O	O	_	_	Q2308761	119996
70	央	I-org.adm	O	O	_	_	_	_
71	此	O	O	O	_	_	_	_
72	次	O	O	O	_	_	_	_
73	對	O	O	O	_	_	_	_
74	於	O	O	O	_	_	_	_
75	全	O	O	O	_	_	_	_
76	國	O	O	O	_	_	_	_
77	厲	O	O	O	_	_	_	_
78	行	O	O	O	_	_	_	_
79	節	O	O	O	_	_	_	_
80	約	O	O	O	_	_	_	_
82	極	O	O	O	_	_	_	_
83	爲	O	O	O	_	_	_	_
84	重	O	O	O	_	_	_	_
85	視	O	O	O	_	_	_	_
86	，	O	O	O	_	_	_	_
87	一	O	O	O	_	_	_	_
88	般	O	O	O	_	_	_	_
89	意	O	O	O	_	_	_	_
90	見	O	O	O	_	_	_	_
91	認	O	O	O	_	_	_	_
92	爲	O	O	O	_	_	_	_
93	節	O	O	O	_	_	_	_
94	約	O	O	O	_	_	_	_
95	應	O	O	O	_	_	_	_
96	先	O	O	O	_	_	_	_
97	從	O	O	O	_	_	_	_
98	上	B-loc.adm.town	O	O	_	_	Q8686	191730
99	海	I-loc.adm.town	O	O	_	_	_	_
100	做	O	O	O	_	_	_	_
101	起	O	O	O	_	_	_	_
102	，	O	O	O	_	_	_	_
103	中	B-org.ent	O	O	_	[51]	_	_
104	央	I-org.ent	O	O	_	_	_	_
105	節	I-org.ent	O	O	_	_	_	_
106	約	I-org.ent	O	O	_	_	_	_
107	督	I-org.ent	O	O	_	_	_	_
108	導	I-org.ent	O	O	_	_	_	_
109	委	I-org.ent	O	O	_	_	_	_
110	員	I-org.ent	O	O	_	_	_	_
111	會	I-org.ent	O	O	_	_	_	_
112	於	O	O	O	_	_	_	_
113	十	B-time.date.day	O	O	_	_	_	_
114	五	I-time.date.day	O	O	_	_	_	_
115	日	I-time.date.day	O	O	_	_	_	_
116	在	O	O	O	_	_	_	_
117	京	B-loc.adm.town	O	O	_	_	Q16666	191735
118	召	O	O	O	_	_	_	_
119	開	O	O	O	_	_	_	_
120	，	O	O	O	_	_	_	_
121	上	B-loc.adm.town	O	O	_	_	Q8686	191730
123	海	I-loc.adm.town	O	O	_	_	_	_
124	方	O	O	O	_	_	_	_
125	面	O	O	O	_	_	_	_
126	於	O	O	O	_	_	_	_
127	實	O	O	O	_	_	_	_
128	施	O	O	O	_	_	_	_
129	之	O	O	O	_	_	_	_
130	初	O	O	O	_	_	_	_
131	，	O	O	O	_	_	_	_
132	如	O	O	O	_	_	_	_
133	有	O	O	O	_	_	_	_
134	實	O	O	O	_	_	_	_
135	際	O	O	O	_	_	_	_
136	困	O	O	O	_	_	_	_
137	難	O	O	O	_	_	_	_
138	情	O	O	O	_	_	_	_
139	形	O	O	O	_	_	_	_
140	，	O	O	O	_	_	_	_
141	富	O	O	O	_	_	_	_
142	爲	O	O	O	_	_	_	_
143	轉	O	O	O	_	_	_	_
144	達	O	O	O	_	_	_	_
145	中	O	O	O	_	_	_	_
146	央	O	O	O	_	_	_	_
147	。	O	O	O	_	_	_	_
148	繼	O	O	O	_	_	_	_
149	由	O	O	O	_	_	_	_
150	顏	B-pers.ind	B-comp.name	O	_	_	Q708819	413
151	惠	I-pers.ind	I-comp.name	O	_	_	_	_
152	慶	I-pers.ind	I-comp.name	O	_	_	_	_
153	，	O	O	O	_	_	_	_
154	潘	B-pers.ind	B-comp.name	O	_	_	Q8275715	220
155	公	I-pers.ind	I-comp.name	O	_	_	_	_
156	展	I-pers.ind	I-comp.name	O	_	_	_	_
157	，	O	O	O	_	_	_	_
158	徐	B-pers.ind	B-comp.name	O	_	_	_	311062
159	寄	I-pers.ind	I-comp.name	O	_	_	_	_
161	，	O	O	O	_	_	_	_
162	程	B-pers.ind	B-comp.name	O	_	_	Q15912032	_
163	中	I-pers.ind	I-comp.name	O	_	_	_	_
164	行	I-pers.ind	I-comp.name	O	_	_	_	_
165	等	O	O	O	_	_	_	_
166	先	O	O	O	_	_	_	_
167	後	O	O	O	_	_	_	_
168	發	O	O	O	_	_	_	_
169	表	O	O	O	_	_	_	_
170	意	O	O	O	_	_	_	_
171	見	O	O	O	_	_	_	_
172	。	O	O	O	_	_	_	_
173	最	O	O	O	_	_	_	_
174	後	O	O	O	_	_	_	_
175	，	O	O	O	_	_	_	_
176	經	O	O	O	_	_	_	_
177	主	O	O	B-COREF	37	_	_	_
178	席	O	O	I-COREF	_	_	_	_
179	就	O	O	O	_	_	_	_
180	各	O	O	O	_	_	_	_
181	人	O	O	O	_	_	_	_
182	意	O	O	O	_	_	_	_
183	見	O	O	O	_	_	_	_
184	歸	O	O	O	_	_	_	_
185	納	O	O	O	_	_	_	_
186	提	O	O	O	_	_	_	_
187	付	O	O	O	_	_	_	_
188	公	O	O	O	_	_	_	_
189	決	O	O	O	_	_	_	_
190	如	O	O	O	_	_	_	_
191	下	O	O	O	_	_	_	_
192	：	O	O	O	_	_	_	_
194	汽	O	O	O	_	_	_	_
195	油	O	O	O	_	_	_	_
196	節	O	O	O	_	_	_	_
197	約	O	O	O	_	_	_	_
198	，	O	O	O	_	_	_	_
199	根	O	O	O	_	_	_	_
200	據	O	O	O	_	_	_	_
201	市	B-org.adm	O	O	_	_	_	138044
202	參	I-org.adm	O	O	_	_	_	_
203	議	I-org.adm	O	O	_	_	_	_
204	會	I-org.adm	O	O	_	_	_	_
205	決	O	O	O	_	_	_	_
206	議	O	O	O	_	_	_	_
207	，	O	O	O	_	_	_	_
208	自	O	O	O	_	_	_	_
209	十	B-time.abs.month	O	O	_	_	_	_
210	月	I-time.abs.month	O	O	_	_	_	_
211	一	B-time.date.day	O	O	_	_	_	_
212	日	I-time.date.day	O	O	_	_	_	_
213	起	O	O	O	_	_	_	_
214	實	O	O	O	_	_	_	_
